Scan_Index,Domain,Bit_Name,Bit,Comment
639,Padding,extra_padding[99],0,
638,Padding,extra_padding[98],0,
637,Padding,extra_padding[97],0,
636,Padding,extra_padding[96],0,
635,Padding,extra_padding[95],0,
634,Padding,extra_padding[94],0,
633,Padding,extra_padding[93],0,
632,Padding,extra_padding[92],0,
631,Padding,extra_padding[91],0,
630,Padding,extra_padding[90],0,
629,Padding,extra_padding[89],0,
628,Padding,extra_padding[88],0,
627,Padding,extra_padding[87],0,
626,Padding,extra_padding[86],0,
625,Padding,extra_padding[85],0,
624,Padding,extra_padding[84],0,
623,Padding,extra_padding[83],0,
622,Padding,extra_padding[82],0,
621,Padding,extra_padding[81],0,
620,Padding,extra_padding[80],0,
619,Padding,extra_padding[79],0,
618,Padding,extra_padding[78],0,
617,Padding,extra_padding[77],0,
616,Padding,extra_padding[76],0,
615,Padding,extra_padding[75],0,
614,Padding,extra_padding[74],0,
613,Padding,extra_padding[73],0,
612,Padding,extra_padding[72],0,
611,Padding,extra_padding[71],0,
610,Padding,extra_padding[70],0,
609,Padding,extra_padding[69],0,
608,Padding,extra_padding[68],0,
607,Padding,extra_padding[67],0,
606,Padding,extra_padding[66],0,
605,Padding,extra_padding[65],0,
604,Padding,extra_padding[64],0,
603,Padding,extra_padding[63],0,
602,Padding,extra_padding[62],0,
601,Padding,extra_padding[61],0,
600,Padding,extra_padding[60],0,
599,Padding,extra_padding[59],0,
598,Padding,extra_padding[58],0,
597,Padding,extra_padding[57],0,
596,Padding,extra_padding[56],0,
595,Padding,extra_padding[55],0,
594,Padding,extra_padding[54],0,
593,Padding,extra_padding[53],0,
592,Padding,extra_padding[52],0,
591,Padding,extra_padding[51],0,
590,Padding,extra_padding[50],0,
589,Padding,extra_padding[49],0,
588,Padding,extra_padding[48],0,
587,Padding,extra_padding[47],0,
586,Padding,extra_padding[46],0,
585,Padding,extra_padding[45],0,
584,Padding,extra_padding[44],0,
583,Padding,extra_padding[43],0,
582,Padding,extra_padding[42],0,
581,Padding,extra_padding[41],0,
580,Padding,extra_padding[40],0,
579,Padding,extra_padding[39],0,
578,Padding,extra_padding[38],0,
577,Padding,extra_padding[37],0,
576,Padding,extra_padding[36],0,
575,Padding,extra_padding[35],0,
574,Padding,extra_padding[34],0,
573,Padding,extra_padding[33],0,
572,Padding,extra_padding[32],0,
571,Padding,extra_padding[31],0,
570,Padding,extra_padding[30],0,
569,Padding,extra_padding[29],0,
568,Padding,extra_padding[28],0,
567,Padding,extra_padding[27],0,
566,Padding,extra_padding[26],0,
565,Padding,extra_padding[25],0,
564,Padding,extra_padding[24],0,
563,Padding,extra_padding[23],0,
562,Padding,extra_padding[22],0,
561,Padding,extra_padding[21],0,
560,Padding,extra_padding[20],0,
559,Padding,extra_padding[19],0,
558,Padding,extra_padding[18],0,
557,Padding,extra_padding[17],0,
556,Padding,extra_padding[16],0,
555,Padding,extra_padding[15],0,
554,Padding,extra_padding[14],0,
553,Padding,extra_padding[13],0,
552,Padding,extra_padding[12],0,
551,Padding,extra_padding[11],0,
550,Padding,extra_padding[10],0,
549,Padding,extra_padding[9],0,
548,Padding,extra_padding[8],0,
547,Padding,extra_padding[7],0,
546,Padding,extra_padding[6],0,
545,Padding,extra_padding[5],0,
544,Padding,extra_padding[4],0,
543,Padding,extra_padding[3],0,
542,Padding,extra_padding[2],0,
541,Padding,extra_padding[1],0,
540,Padding,extra_padding[0],0,
539,TX,tx_padding[17],0,
538,TX,tx_padding[16],0,
537,TX,tx_padding[15],0,
536,TX,tx_padding[14],0,
535,TX,tx_padding[13],0,
534,TX,tx_padding[12],0,
533,TX,tx_padding[11],0,
532,TX,tx_padding[10],0,
531,TX,tx_padding[9],0,
530,TX,tx_padding[8],0,
529,TX,tx_padding[7],0,
528,TX,tx_padding[6],0,
527,TX,tx_padding[5],0,
526,TX,tx_padding[4],0,
525,TX,tx_padding[3],0,
524,TX,tx_padding[2],0,
523,TX,tx_padding[1],0,
522,TX,tx_padding[0],0,
521,TX,i_bias_tx_comm_amp_s3[5],0,
520,TX,i_bias_tx_comm_amp_s3[4],0,
519,TX,i_bias_tx_comm_amp_s3[3],1,
518,TX,i_bias_tx_comm_amp_s3[2],1,
517,TX,i_bias_tx_comm_amp_s3[1],0,
516,TX,i_bias_tx_comm_amp_s3[0],0,
515,TX,i_bias_tx_comm_amp_s2[5],0,
514,TX,i_bias_tx_comm_amp_s2[4],0,
513,TX,i_bias_tx_comm_amp_s2[3],1,
512,TX,i_bias_tx_comm_amp_s2[2],1,
511,TX,i_bias_tx_comm_amp_s2[1],0,
510,TX,i_bias_tx_comm_amp_s2[0],0,
509,TX,i_bias_tx_comm_amp_s1[5],0,
508,TX,i_bias_tx_comm_amp_s1[4],0,
507,TX,i_bias_tx_comm_amp_s1[3],1,
506,TX,i_bias_tx_comm_amp_s1[2],1,
505,TX,i_bias_tx_comm_amp_s1[1],0,
504,TX,i_bias_tx_comm_amp_s1[0],0,
503,TX,i_bias_tx_split1_amp_s2[5],0,
502,TX,i_bias_tx_split1_amp_s2[4],0,
501,TX,i_bias_tx_split1_amp_s2[3],1,
